nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
TAGWOOD LS 421A Multimedia Speaker System With Bluetooth,TAGWOOD,78,Rp33.990,Rp2.769,19%,,4.6 out of 5,15,Rp509.850,28 Agustus 2018
Clubox FS 023 2.1CH SoundBar System 40W   Black,Clubox,82,Rp65.000,Rp4.895,25%,Ice Cool is a re known manufacturer of Home Electronics and Appliances.‎‎ Their products are affordable‎‎‎‎ innovative and durable.‎‎ For every household and kitchen need‎‎‎‎ you can trust Ice Cool to have an electronic product and appliance that will make every task simple and fun. What's more? Ice Cool appliances and electronics always turn your house into a real home. deeper sound experience to YouTube videos streaming movies your favorite music and games. Compact  2.1CH Multimedia Speaker  deliver excellent sound quality yet fit easily on a desk booelf or TV cabinet. The soundbar pumps out deep bass that’s easy to adjust to your liking. Whether you want better fuller sound for your PC or the music on your smartphone this soundbar speaker system makes great audio plug and play easy. Place your order for this ,4.3 out of 5,3,Rp195.000,14 Februari 2019
Annov 5M HDMI Flat Cable HD HDMI Cable High Speed With Ethernet v1.4 FULL HD 4K 3D.,Annov,50,Rp7.990.000,Rp699,13%,KEY FEATURES,4.4 out of 5,59,Rp471.410.000,5 Juli 2018
Generic High Quality 14''   42'' TV Wall Bracket   Black,Generic,76,Rp6.500.000,Rp399,39%,"

",4.6 out of 5,88,Rp572.000.000,2 September 2018
UKA 32'' HD Digital TV   Black,UKA,44,Rp160.000,Rp11.299,29%," HD Digital TV Using an advanced picture quality improvement algorithm Wide Color Enhancer Plus drastically improves the quality of any image and uncovers hidden details. Now see colors as they were meant to be seen with Wide Colour Enhancer Plus. Revolutionize your entertainment with the new 32"" HD Flat TV that offers splendid performance. With the Wide Color Enhancer sports mode and USB connectivity you need nothing more. You can now order for this TV on Jumia and have it delivered to you anywhere in Kenya at an incredible price..",4.2 out of 5,2.246,Rp359.360.000,1 Oktober 2019
"Hifinit By Haier 24"" LED HD DIGITAL TV   Black",Hifinit By Haier,92,Rp139.990,Rp7.399,47%,​,4.2 out of 5,692,Rp96.873.080,7 Oktober 2018
Aiwa JH24DT300S M7J Series 24 inch HD Digital LED Bass TV,Aiwa,23,,Rp897,,"

AIWA is a brand that has been in existance since 1951 and the introduction of a Bass Tv Vivid tune is one of the newest invention tvs in the market.",4 out of 5,2,Rp0,24 November 2019
JTC J801 2.1CH Hi Fi System 80W   Black,JTC,76,Rp99.990,Rp7.795,0.22,This sound system is designed for the extreme entertainment lovers to enjoy their amazing music and movies with sound clarity never heard before you will love your movie soundtrack playing on this Multimedia Speaker System.,4.4 out of 5,5,Rp499.950,20 Oktober 2019
Generic Wireless Bluetooth Subwoofer Portable Speaker with FM Flash disk & Memory card slot,Generic,83,Rp19.990,Rp129,0.35,,0 out of 5,0,Rp0,8 Juli 2019
Synix 32S610 32” Full HD LED Digital TV,Synix,75,Rp149.990,Rp12.999,0.13,Get an incredible Syinix Digital TV available on Jumia Kenya! Syinix is a Japan based professional home appliance brand. Since its foundation it adheres to its ultimate goal of letting people’s life smarter and more easily. With the Japanese design style and always making it better Syinix continuously pursues innovative functional design and a more exquisite detail of its products. Its finish design is embedded with understated and simple lines thus it can help its customers restore a cozy family atmosphere. Order for this Syinix HD  Digital TV ,3.6 out of 5,17,Rp2.549.830,30 Juli 2018
"Hisense 43B6000PW   43""   Smart Digital Full HD Digital LED TV   Black   2019 model",Hisense,17,Rp499.950,Rp35.995,0.28,,4.7 out of 5,16,Rp7.999.200,27 Agustus 2018
"Syinix 32T730 32"" Android Smart LED TV   Black",Syinix,46,Rp199.000,Rp1.549,0.22,"Get an incredible Syinix Smart Digital TV available on Jumia Kenya! Syinix is a Japan based professional home appliance brand. Since its foundation it adheres to its ultimate goal of letting people’s life smarter and more easily. With the Japanese design style and always making it better Syinix continuously pursues innovative functional design and a more exquisite detail of its products. Its finish design is embedded with understated and simple lines thus it can help its customers restore a cozy family atmosphere. Order for this Syinix 32T730 32"" ",4.4 out of 5,26,Rp5.174.000,9 Desember 2018
Generic GoTV Remote   Black,Generic,42,Rp3.600.000,Rp285,0.21,This remote control is compatible with GO TV  decoders and DSTV decoders. It operates all functions and commands.,4.4 out of 5,113,Rp406.800.000,21 Januari 2018
Ampex 2.1 Bluetooth 10000W super bass SPEAKER USB/SD/FM,Ampex,75,Rp150.000,Rp45,0.7,,3.5 out of 5,4,Rp600.000,5 April 2018
Mooka 43'' FHD Digital LED TV    Black,Mooka,57,Rp320.000,Rp22.499,0.3,​,4.1 out of 5,292,Rp93.440.000,11 Juni 2018
Royal Sound Sub wooferHitech MultiMedia System FM USBWireless BluetoothUSBFM 10000 watts black,Royal Sound,33,Rp269.990,Rp47,0.83,The,3.5 out of 5,2,Rp539.980,18 Mei 2019
Royal Sound P36 2.1CH 10000W SOUND SYSTEM,Royal Sound,50,Rp75.000,Rp3.819,0.49,,3.3 out of 5,3,Rp225.000,28 Desember 2018
"TCL 24D3100   24"" HD Digital LED TV   Black",TCL,45,Rp150.000,Rp9.495,0.37,"

",4.7 out of 5,6,Rp900.000,9 September 2019
Generic Linier Voltshield TV Guard   White,Generic,19,Rp40.000,Rp749,0.81,"Buy Linier TV Guard Voltage Protector and protect your LED/LCD TV and 
home entertainment system against all power fluctuations. It 
provides protection against high voltage disconnect 265V as well as 
against low voltage. It provides spike/surge protection and power back 
surge protection. It has microprocessor control. It provides lightning 
protection as well. Moreover this voltage protector protects LED/LCD TV
 up to 65inch and your home entertainment system. Order for this TV 
Guard Voltage Protector online from Jumia Kenya and have it delivered to
 you.",4.3 out of 5,28,Rp1.120.000,5 Desember 2018
Sayona SHT 1264BT Subwoofer With Medium Range Tall Boy Speakers.,Sayona,58,Rp170.000,Rp11.405,0.33,,4.6 out of 5,5,Rp850.000,28 Juni 2018
"Generic TV Wall Mount Bracket for 24"" 52"" TVs",Generic,62,Rp19.000,Rp1,0.47,Looking for a s,4.2 out of 5,24,Rp456.000,29 Januari 2019
POWERSKY Tv Guard +  Wall Mounting Bracket for 14   42 TV  plus free 32GB FLASH DISK,POWERSKY,37,Rp39.300,Rp1.965,0.5,,3.8 out of 5,135,Rp5.305.500,15 Oktober 2018
Generic Audio USB Condenser Sound Studio Recording Vocal Microphone With Stand Mount New Gold,Generic,89,Rp47.140,Rp2.357,0.5,Specifications:,4.7 out of 5,3,Rp141.420,24 Mei 2018
Fboss 2.1CH Sub woofer With Bluetooth Speaker System,Fboss,10,Rp49.990,Rp3.499,0.3,,3.8 out of 5,4,Rp199.960,16 Oktober 2019
Power King 6 Way Long Power Extension Cable   White,Power King,54,Rp10.000,Rp518,0.48,The 6 way power extension cable has a surge stabilizer with a neon indicator. It has a fire retardant material and it has a safe and reliable design. It also has a heavy duty PVC cable high switching capacity wall mounting and easy 2 Pin Accessible.It has 240V AV 50Hz ,4.6 out of 5,27,Rp270.000,11 Januari 2019
Generic High Speed HDMI Cable,Generic,45, 390    780, 370    690,0.12,"

",4.7 out of 5,3,#VALUE!,4 November 2019
Detron 32L12 DVB TV 32'' LED TV   Black,Detron,52,Rp148.900,Rp11.295,0.24,,4.2 out of 5,5,Rp744.500,6 Februari 2018
Generic 12V 5050 LED strip lights led,Generic,15,Rp23.990,Rp18,0.25,12V,5 out of 5,2,Rp47.980,18 Maret 2019
"Synix 43S630F   43"" DIGITAL Full HD LED TV   Black",Synix,78,Rp290.000,Rp235,0.19,"SYNIX  has developed over the last 30 years to position 
itself among the world's leading TV manufacturers. The group's 
exceptional manufacturing capacities and its international dimension now
 enable it to make innovation a priority. The result: more and more 
people are choosing SYNIX TVs and are satisfied with their choice. Order for this product from Jumia and have it delivered straight to your doorstep. ",4.8 out of 5,4,Rp1.160.000,7 Februari 2018
"Home Design ROTATING 14"" 55"" 3D TV TILT MOVING WALL MOUNT BRACKET",Home Design,86,Rp20.000,Rp1.499,0.25,The,4 out of 5,15,Rp300.000,28 Desember 2018
"LG 24LJ52 24"" Digital LED TV   Black",LG,51,Rp150.000,Rp10.998,0.27,,3 out of 5,4,Rp600.000,19 Maret 2019
Generic Mini Flexible Sponge Octopus Tripod for Mobile Phone Smartphone Camera Accessory Blue,Generic,79,Rp4.680.000,Rp360,0.23,It's made of hard plastic material complete flexibility. It is a universal flat mobile phone stand (camera stand). Suitable for use on desktop or other flat surfaces.,3.7 out of 5,3,Rp14.040.000,22 Desember 2019
"Skyworth 32WH3   32"" Super Narrow Bezel Digital HD LED TV   Black",Skyworth,39,Rp139.980,Rp12.459,0.11,Breathe life into your living room with this ultra slim,4.5 out of 5,2,Rp279.960,29 September 2018
Linier TV Guard Plus Free 32GB  v250w Flash Disk Drive With Clip ...,Linier,45,Rp15.000,Rp1.094,0.27,"Buy Linier TV Guard Voltage Protector and protect your LED/LCD TV and 
home entertainment system against all power fluctuations.It provides spike/surge protection and power back 
surge protection. It has microprocessor control. It provides lightning 
protection as well. Moreover this voltage protector protects LED/LCD TV
 up to 65inch and your home entertainment system. Order for this TV 
Guard Voltage Protector online from Jumia Kenya and have it delivered to
 you.TV Guard comes with a free 32GB Flash Disk",3.3 out of 5,129,Rp1.935.000,30 April 2019
"Polar 22""   Digital LED TV   Black..",Polar,15,,Rp6.499,,,4 out of 5,40,Rp0,4 Juli 2018
Google Chromecast 3rd Gen HDMI Media Video Streaming Device 2019 Version,Google,71,Rp107.980,Rp5.399,0.5,All together now. Watch movies shows live TV YouTube and photos streaming on your TV from all your familys devices. ,5 out of 5,13,Rp1.403.740,4 April 2018
Generic HDMI Cable 5 Meters   Black & Red,Generic,23,Rp7.500.000,Rp390,0.48,Connect a wide range of devices with this high speed HDMI cable and,4.6 out of 5,50,Rp375.000.000,27 Februari 2019
Mxq Pro   Smart   4K   Android 7.1 TV Box   Black,Mxq,19,Rp50.000,Rp3.999,0.2,Adopt 2017 new chipset Amlogic S905W comes with Quad core Cortex A53 CPU up to 1.5GHz and Mali 450MP GPU. It is the most cost effective chipset. So MXQ PRO is high quality with low price. 4K H.265 enables you to feel the most high definition video! It runs on the Android 7.1 which has good performance. You can connect to a world of content and ,4.2 out of 5,42,Rp2.100.000,3 Maret 2018
MK Electronics TV Guard +Fridge Guard + 2 Way Extension Cable,MK Electronics,13,Rp20.000,Rp1.295,0.35,Buy TV Guard Voltage Protector plus fridge guard with free 2 way extension cable and protect your,4.1 out of 5,166,Rp3.320.000,23 April 2019
Generic Wireless Hidden Camera Security Cameras 1080P Video Recorder,Generic,90,Rp17.000,Rp950,0.44,,2 out of 5,1,Rp17.000,7 Agustus 2018
Generic Wireless Earphone Bluetooth Headset Stereo Music Earbuds Sport Earphones,Generic,40,Rp12.240,Rp826,0.33,,3.6 out of 5,7,Rp85.680,4 Januari 2019
Bose F1 812 (Loudspeaker + Subwoofer)   Black,Bose,19,Rp4.100.000,Rp386.999,0.06,,0 out of 5,0,Rp0,20 Juni 2019
Sayona SHT 1262BT Subwoofer With Medium Range Tall Boy Speakers,Sayona,73,Rp124.120,Rp1.141,0.08,,5 out of 5,1,Rp124.120,8 Maret 2019
Sony DAV TZ140   300W   5.1Ch   DVD Home Theater   Black  ,Sony,62,Rp179.990,Rp16.699,0.07,,4.2 out of 5,5,Rp899.950,26 Juli 2018
"Polar YH LD22S122"" Digital LED Television Black",Polar,83,Rp100.000,Rp6.399,0.36,,0 out of 5,0,Rp0,9 Oktober 2018
Aerial Tv And Decorder Aerial + Free Coaxial Cable,Aerial,78,Rp15.000,Rp750,0.5,This digital antenna provides your digital tv with free to air signal access in addition it also provides signal to your decoder for pay tv decoders.,4 out of 5,1,Rp15.000,1 Januari 2019
Generic Universal Smart TV Android Box Wireless Keyboard/Remote keypad with Mouse Touchpad   Black,Generic,95,Rp15.000,Rp12,0.2,"

",4.5 out of 5,13,Rp195.000,4 September 2019
Linier TV Guard   GET FREE 32GB Flash Disk v250w,Linier,82,Rp15.000,Rp1.094,0.27,"Buy Linier TV Guard Voltage Protector and protect your LED/LCD TV and 
home entertainment system against all power fluctuations.It provides spike/surge protection and power back 
surge protection. It has microprocessor control. It provides lightning 
protection as well. Moreover this voltage protector protects LED/LCD TV
 up to 65inch and your home entertainment system. Order for this TV 
Guard Voltage Protector online from Jumia Kenya and have it delivered to
 you.TV Guard comes with a free 32GB Flash Disk",4.7 out of 5,3,Rp45.000,24 Agustus 2019
"Sony 85X8500G 85"" 4K HDR Android Smart LED TV   Black",Sony,24,,Rp3.515,,"

",0 out of 5,0,Rp0,6 Februari 2018
Generic CAT6 10M Ethernet LAN Network Cable 100M/1000Mbps High Quality RJ45,Generic,34,,Rp898,,,4.7 out of 5,11,Rp0,27 Januari 2019
Polysonic MP 60 Multimedia 2.1 Subwoofer With Bluetooth   Black,Polysonic,56,Rp31.000,Rp2.899,0.06,,3.9 out of 5,49,Rp1.519.000,26 Februari 2018
Generic Mini LED Bluetooth Wireless Speaker  TF Portable For Cell Phone Laptop PC   Pink,Generic,34,,Rp399,,,3.2 out of 5,61,Rp0,13 April 2018
Generic Android Micro USB Female to Type C USB C Male Sync Data Converter Charging Adapter for Xiaomi Huawei Samsung Data Cable,Generic,33,Rp840.000,Rp42,0.5,Dealing with the condition that one day your cable is lost or broken you can adapt this converter to realise efficent + Data Transmission,0 out of 5,0,Rp0,24 Juli 2019
Power King PK 1006 With Free Small  power extension  White,Power King,11,Rp10.000,Rp657,0.34,The,4.2 out of 5,12,Rp120.000,15 September 2018
Power King Heavy Duty 6 way Power/Socket Extension Cable (Power Surge Protection),Power King,55,Rp8.000.000,Rp484,0.4,,4 out of 5,38,Rp304.000.000,3 April 2019
Syinix 40S630F 40''   Full HD LED TV   Black,Syinix,58,Rp280.000,Rp208,0.26,​Get an incredible ,4.6 out of 5,7,Rp1.960.000,26 April 2019
TAGWOOD LS 631A Multimedia Speaker System 3.1CH,TAGWOOD,34,Rp89.990,Rp4.699,0.48,This technology allows you to connect the subwoofer to other devices without wires. So you can play your music collection and also amplifier other devices without cable connection.,1 out of 5,1,Rp89.990,10 Agustus 2018
"Hisense 32B6600PA   32""   Smart Android TV   HD TV  Black. New Model",Hisense,62,Rp320.000,Rp199,0.38,,4.2 out of 5,11,Rp3.520.000,19 Januari 2019
Generic P47 Bluetooth 4.0 Headphone Music Headset With Mem Slot  Red,Generic,88,Rp13.990,Rp999,0.29,1.Bluetooth connection: Wireless connection frees you from twisted or kinked cable. Up to 10 meters operation range no need to worry about the disconnection while you are on a move. 2.Music card support: This headset is like a MP3 player. You can insert the music card in the headset and listen to all the music you want. 3.Audio cable applicable: If the headset runs out of power or you have to connect it to a device with no Bluetooth connection you can connect them with a 3.5 mm audio cable. This is a very convenient and thoughtful design. 4. High quality: Built in high quality audio coded giving you excellent voice experience Ergonomic design make this headsets comfortable for long time wearing. Foldable design makes it easy to carry with. 5. Multifunctional: This headphone has more functions than you can imagine like Radio Function with a built in radio antenna and a radio set this headset is like a radio.,3.7 out of 5,28,Rp391.720,26 Agustus 2019
Generic Digital TV Aerial   Multicolor,Generic,38,Rp12.000,Rp698,0.42,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV ,4.2 out of 5,15,Rp180.000,14 Juli 2019
Generic Mini Wireless Bluetooth Portable Speaker Blue,Generic,69,Rp6.990.000,Rp399,0.43,,4.5 out of 5,2,Rp13.980.000,23 Februari 2019
Jerry Power JR303   Home Theatre Speakers   Black,Jerry Power,50,Rp89.000,Rp595,0.33,,4.1 out of 5,14,Rp1.246.000,23 Agustus 2019
"Synix 32"" HDLED Digital Television   Black +2 Years Warranty",Synix,72,Rp220.000,Rp13.399,0.39,,4.5 out of 5,2,Rp440.000,15 Februari 2019
"Generic 2 Section Extendable Aluminum Alloy Mini Tabletop Tripod + Adjustable Phone Holder with 1/4"" Screw Mounts for 5.5 8.5cm Width Smartphones",Generic,97,Rp3.500.000,Rp299,0.15,The mini tabletop tripod is made of aluminum alloy lightweight but durable.,4 out of 5,3,Rp10.500.000,2 Desember 2019
