nama_barang,merk,stok_barang,harga_lama,harga_baru,discount_percent,description,rating_penjualan,total_terjual,total_pemasukan,tanggal_pembelian
"Skilltech Wall Mount Bracket. 15"" to 42"" Sh 32T Tilt   Black",Skilltech,44,Rp15.000,Rp849,0.43,""" to 42"" Sh 32T Tilt   Black is Strong Durable and Quality wall mount Brackets to mount your television safely on the wall without fear of it falling or being broken.",4.4 out of 5,52,Rp780.000,2018-9-6
"Vision Plus VP8850K 50"" Frameless 4K UHD Smart Android TV   Black + FREE Wall Mount ",Vision Plus,50,Rp389.990,Rp34.999,0.1,"

",4.1 out of 5,52,Rp20.279.480,2018-10-1
MK Electronics TV Guard + Fridge Guard + 2 Way Extension Cable   White,MK Electronics,15,Rp22.000,Rp16,0.27,Buy a TV Guard Voltage Protector plus fridge guard with free 2 way extension cable from Jumia online store and protect your LED/LCD,4.1 out of 5,52,Rp1.144.000,2019-7-7
"Skilltech Wall Mount Bracket. 15"" to 42"" Sh 32T Tilt   Black",Skilltech,89,Rp15.000,Rp849,0.43,""" to 42"" Sh 32T Tilt   Black is Strong Durable and Quality wall mount Brackets to mount your television safely on the wall without fear of it falling or being broken.",4.4 out of 5,52,Rp780.000,2019-3-8
Generic HDMI Cable 5 Meters   Black & Red,Generic,59,Rp7.500.000,Rp390,0.48,Connect a wide range of devices with this high speed HDMI cable and,4.6 out of 5,50,Rp375.000.000,2018-1-26
Bass Earphone Bass Music Headset Earphones headphones with Mic,Bass,99,Rp5.000.000,Rp347,0.31,ABS head silicone wire 3.5mm jack connection with active noise cancellation.Compatible with all phones with jack 3.5mm® enabled tablets smartphones notebooks it has features such as clear stereo sound freedom of movement dazzling colors touch controls – all from the,3.7 out of 5,50,Rp250.000.000,2018-5-4
Generic HDMI Cable 5 Meters   Black & Red,Generic,84,Rp7.500.000,Rp390,0.48,Connect a wide range of devices with this high speed HDMI cable and,4.6 out of 5,50,Rp375.000.000,2019-6-3
Bass Earphone Bass Music Headset Earphones headphones with Mic,Bass,39,Rp5.000.000,Rp347,0.31,ABS head silicone wire 3.5mm jack connection with active noise cancellation.Compatible with all phones with jack 3.5mm® enabled tablets smartphones notebooks it has features such as clear stereo sound freedom of movement dazzling colors touch controls – all from the,3.7 out of 5,50,Rp250.000.000,2019-8-6
Polysonic MP 60 Multimedia 2.1 Subwoofer With Bluetooth   Black,Polysonic,40,Rp31.000,Rp2.899,0.06,,3.9 out of 5,49,Rp1.519.000,2018-11-9
Generic Bluetooth Music LED Bulb Multi color Speaker,Generic,65,Rp14.990,Rp806,0.46,Make your order here today and have Jumia deliver it right at your door step.,4.4 out of 5,49,Rp734.510,2019-8-8
Polysonic MP 60 Multimedia 2.1 Subwoofer With Bluetooth   Black,Polysonic,58,Rp31.000,Rp2.899,0.06,,3.9 out of 5,49,Rp1.519.000,2018-4-3
Generic Bluetooth Music LED Bulb Multi color Speaker,Generic,62,Rp14.990,Rp806,0.46,Make your order here today and have Jumia deliver it right at your door step.,4.4 out of 5,49,Rp734.510,2018-9-28
Rk Trust 6 Way Extension Cable   White,Rk Trust,78,Rp8.000.000,Rp437,45%,This extension is,4.2 out of 5,48,Rp384.000.000,2018-7-27
Rk Trust 6 Way Extension Cable   White,Rk Trust,50,Rp8.000.000,Rp437,0.45,This extension is,4.2 out of 5,48,Rp384.000.000,2019-12-28
Rk Trust 6 Way Extension Cable   White,Rk Trust,100,Rp8.000.000,Rp437,0.45,This extension is,4.2 out of 5,48,Rp384.000.000,2018-12-3
"UKA 43"" FHD Smart LED TV   Black",UKA,31,Rp340.000,Rp24.599,28%,"UKA 43"" FHD Smart TV features sharply and vividly conveys the colour of the image making it true to life as you view it. It carries a powerful multi surround sound effect the increases the excitement and takes your normal sports watching a pleasurable experience. TV comes with Smart features like a dedicated web browser and popular apps like YouTube and a range of movie on demands services. Playback your stored content directly on the big screen for all to enjoy via a USB device or use it to record TV programmes and even pause live TV. Place your order for this amazing product from Jumia Kenya and have it delivered to your doorstep at an amazing price",4 out of 5,46,Rp15.640.000,2018-10-31
Sony DAV DZ650   5.1 Ch. DVD Home Theatre System   Black,Sony,70,Rp499.990,Rp3.539,0.29,Exceptionally elegant and stylish this ,4.6 out of 5,45,Rp22.499.550,2019-3-28
Sony DAV DZ650   5.1 Ch. DVD Home Theatre System   Black,Sony,98,Rp499.990,Rp3.539,0.29,Exceptionally elegant and stylish this ,4.6 out of 5,45,Rp22.499.550,2018-8-8
Sony Bravia TV Remote Control   Black,Sony,59,Rp9.000.000,Rp600,0.33,Replace your Sony Bravia tv remote control  replace it with a new genuine SONY BRAVIA TV remote control which is easy to use and compatible with most models. Compatible with SONY TV models : BX Series EX Series NX Series LX Series HX Series NSX Series Android TV Series EX420 EX430 EX550 EX520 full hd EX645 EX650 EX720,4 out of 5,44,Rp396.000.000,2019-5-14
Sony Bravia TV Remote Control   Black,Sony,61,Rp9.000.000,Rp600,0.33,Replace your Sony Bravia tv remote control  replace it with a new genuine SONY BRAVIA TV remote control which is easy to use and compatible with most models. Compatible with SONY TV models : BX Series EX Series NX Series LX Series HX Series NSX Series Android TV Series EX420 EX430 EX550 EX520 full hd EX645 EX650 EX720,4 out of 5,44,Rp396.000.000,2019-10-6
"Generic 26""   55""   LCD Wall Mount   Black",Generic,80,Rp11.000,Rp597,0.46,"

",3.8 out of 5,43,Rp473.000,2018-3-5
"Generic 26""   55""   LCD Wall Mount   Black",Generic,55,Rp11.000,Rp597,0.46,"

",3.8 out of 5,43,Rp473.000,2019-1-15
Mxq Pro   Smart   4K   Android 7.1 TV Box   Black,Mxq,40,Rp50.000,Rp3.999,0.2,Adopt 2017 new chipset Amlogic S905W comes with Quad core Cortex A53 CPU up to 1.5GHz and Mali 450MP GPU. It is the most cost effective chipset. So MXQ PRO is high quality with low price. 4K H.265 enables you to feel the most high definition video! It runs on the Android 7.1 which has good performance. You can connect to a world of content and ,4.2 out of 5,42,Rp2.100.000,2019-10-5
Vitron V504H Home Theater Sound System 2.1 Multimedia Speaker 55W,Vitron,87,,Rp54,,V504H Home Theater Sound System 2.1 Multimedia Speaker 55W   is a brand from Vitron with,4.2 out of 5,42,Rp0,2019-12-20
Mxq Pro   Smart   4K   Android 7.1 TV Box   Black,Mxq,20,Rp50.000,Rp3.999,0.2,Adopt 2017 new chipset Amlogic S905W comes with Quad core Cortex A53 CPU up to 1.5GHz and Mali 450MP GPU. It is the most cost effective chipset. So MXQ PRO is high quality with low price. 4K H.265 enables you to feel the most high definition video! It runs on the Android 7.1 which has good performance. You can connect to a world of content and ,4.2 out of 5,42,Rp2.100.000,2018-7-2
Vitron V504H Home Theater Sound System 2.1 Multimedia Speaker 55W,Vitron,95,,Rp54,,V504H Home Theater Sound System 2.1 Multimedia Speaker 55W   is a brand from Vitron with,4.2 out of 5,42,Rp0,2018-5-30
"Polar 22""   Digital LED TV   Black..",Polar,12,,Rp6.499,,,4 out of 5,40,Rp0,2019-11-7
"Vision Plus VP8832S 32"" Frame less Smart Android LED TV   Black",Vision Plus,80,,Rp14.999,,100 240 50/60 Hz,4.5 out of 5,40,Rp0,2019-3-28
"Polar 22""   Digital LED TV   Black..",Polar,56,,Rp6.499,,,4 out of 5,40,Rp0,2018-4-8
M Luck Portable Solar FM Radio,M Luck,86,Rp24.000,Rp1.999,0.17,"Sunlar Solar is a leading solution provider in the field of
renewable energy throughout Kenya. Our experience spans over many years and our
systems power simple lighting units in remote. Sunlar Solar has
been involved in spearheading research in the development of low cost
Photovoltaic lighting systems and Clean energy products. Order ",4.4 out of 5,40,Rp960.000,2019-9-5
"Polar 22""   Digital LED TV   Black..",Polar,19,,Rp6.499,,,4 out of 5,40,Rp0,2018-8-20
M Luck Portable Solar FM Radio,M Luck,38,Rp24.000,Rp1.999,0.17,"Sunlar Solar is a leading solution provider in the field of
renewable energy throughout Kenya. Our experience spans over many years and our
systems power simple lighting units in remote. Sunlar Solar has
been involved in spearheading research in the development of low cost
Photovoltaic lighting systems and Clean energy products. Order ",4.4 out of 5,40,Rp960.000,2018-10-1
TAGWOOD LS 421B Multimedia Speaker System 2.1,TAGWOOD,51,Rp29.990,Rp1.999,33%,,4.2 out of 5,39,Rp1.169.610,2018-2-12
"Vitron 32""   HD LED Digital TV   Black",Vitron,73,,Rp13.718,,,4.6 out of 5,39,Rp0,2019-7-23
Synix 32S610 32” HD Ready LED Digital TV,Synix,54,Rp178.000,Rp13.299,0.25,Get an incredible Syinix Digital TV available on Jumia Kenya! Syinix is a Japan based professional home appliance brand. Since its foundation it adheres to its ultimate goal of letting people’s life smarter and more easily. With the Japanese design style and always making it better Syinix continuously pursues innovative functional design and a more exquisite detail of its products. Its finish design is embedded with understated and simple lines thus it can help its customers restore a cozy family atmosphere. Order for this ,4.2 out of 5,39,Rp6.942.000,2018-7-31
Astra Two 4 Way Socket Extension Cables+ One Free   White,Astra,66,Rp15.000,Rp867,0.42,"This 4 Way Socket Extension Cable is the ideal plug for all your 
electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for
 homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making
 withstand overheating.Order this 4 Way Socket Extension Cable today 
from Jumiaat a great affordable price and have it delivered right at 
your doorstep.",3.5 out of 5,39,Rp585.000,2018-9-23
"Sony 32R300E  32""   Digital HD LED TV   Black  32""   Digital HD LED TV   Black",Sony,89,Rp250.000,Rp21.999,0.12,,4.5 out of 5,39,Rp9.750.000,2018-11-8
"Vitron 32""   HD LED Digital TV   Black",Vitron,95,,Rp13.718,,,4.6 out of 5,39,Rp0,2018-2-16
Synix 32S610 32” HD Ready LED Digital TV,Synix,76,Rp178.000,Rp13.299,0.25,Get an incredible Syinix Digital TV available on Jumia Kenya! Syinix is a Japan based professional home appliance brand. Since its foundation it adheres to its ultimate goal of letting people’s life smarter and more easily. With the Japanese design style and always making it better Syinix continuously pursues innovative functional design and a more exquisite detail of its products. Its finish design is embedded with understated and simple lines thus it can help its customers restore a cozy family atmosphere. Order for this ,4.2 out of 5,39,Rp6.942.000,2018-2-26
Astra Two 4 Way Socket Extension Cables+ One Free   White,Astra,30,Rp15.000,Rp867,0.42,"This 4 Way Socket Extension Cable is the ideal plug for all your 
electronics devices‎‎. Comes with a 6 Ft cablemaking it long enough for
 homeoffice or school.‎‎‎Made of heat resistant hard ABS plastic making
 withstand overheating.Order this 4 Way Socket Extension Cable today 
from Jumiaat a great affordable price and have it delivered right at 
your doorstep.",3.5 out of 5,39,Rp585.000,2019-5-2
"Sony 32R300E  32""   Digital HD LED TV   Black  32""   Digital HD LED TV   Black",Sony,67,Rp250.000,Rp21.999,0.12,,4.5 out of 5,39,Rp9.750.000,2018-6-30
Power King Heavy Duty 6 way Power/Socket Extension Cable (Power Surge Protection),Power King,26,Rp8.000.000,Rp484,0.4,,4 out of 5,38,Rp304.000.000,2019-5-2
Generic TV Stand / Shelve   Black 32'' TV  DS 0618.,Generic,20,Rp37.500,Rp29,0.23,Unique Collection's Wooden TV Stand / Shelve is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelve to place your flower vase or other home decor. This TV stand/shelf is dismantlement and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. Order the Unique Collection's Wooden TV Stand / Shelve online on Jumia Kenya and have it delivered right at your doorstep.,4.6 out of 5,38,Rp1.425.000,2019-8-10
"Sony 40W650D 40"" Full HD Digital LED Smart TV   Black",Sony,73,Rp612.500,Rp38.999,0.36,Sony BRAVIA 40W650D Full HD LED Smart Digital TV comes with a cleaner more refined picture Enjoy outstanding clarity sharpness and picture quality for everything you watch. The combination of noise reduction technologies sharpen and remove noise from every scene so the picture gleams with clear detail. Order for this Sony BRAVIA 40W650D Full HD LED Smart Digital TV online at Jumia Kenya and have it delivered right at your doorstep.,4.4 out of 5,38,Rp23.275.000,2019-11-15
Power King Heavy Duty 6 way Power/Socket Extension Cable (Power Surge Protection),Power King,56,Rp8.000.000,Rp484,0.4,,4 out of 5,38,Rp304.000.000,2018-12-5
Generic TV Stand / Shelve   Black 32'' TV  DS 0618.,Generic,76,Rp37.500,Rp29,0.23,Unique Collection's Wooden TV Stand / Shelve is a stylish modern yet classy design that will complement the furniture in your living room. Use it as a TV stand or side shelve to place your flower vase or other home decor. This TV stand/shelf is dismantlement and easy to fix so you can easily carry it whenever you move. A very great and versatile furniture to have in your home. Order the Unique Collection's Wooden TV Stand / Shelve online on Jumia Kenya and have it delivered right at your doorstep.,4.6 out of 5,38,Rp1.425.000,2019-9-23
"Sony 40W650D 40"" Full HD Digital LED Smart TV   Black",Sony,16,Rp612.500,Rp38.999,0.36,Sony BRAVIA 40W650D Full HD LED Smart Digital TV comes with a cleaner more refined picture Enjoy outstanding clarity sharpness and picture quality for everything you watch. The combination of noise reduction technologies sharpen and remove noise from every scene so the picture gleams with clear detail. Order for this Sony BRAVIA 40W650D Full HD LED Smart Digital TV online at Jumia Kenya and have it delivered right at your doorstep.,4.4 out of 5,38,Rp23.275.000,2019-7-7
Generic TV Guard + Free Fridge Guard And 2 Way Cable,Generic,14,Rp20.000,Rp1.304,35%,,4.1 out of 5,37,Rp740.000,2018-9-8
Generic HDMI Cable  20m.,Generic,42,Rp22.000,Rp1.799,0.18,"

",4.4 out of 5,37,Rp814.000,2019-8-10
TAGWOOD LS 421A Multimedia Speaker System.,TAGWOOD,85,Rp52.990,Rp2.999,0.43,,3.8 out of 5,37,Rp1.960.630,2019-12-6
Wster 2519BT Portable Wireless Speaker MP3 Player & Radio,Wster,97,Rp26.000,Rp17,0.35,"

 

",4.4 out of 5,37,Rp962.000,2018-1-6
Generic HDMI Cable  20m.,Generic,13,Rp22.000,Rp1.799,0.18,"

",4.4 out of 5,37,Rp814.000,2019-7-25
TAGWOOD LS 421A Multimedia Speaker System.,TAGWOOD,30,Rp52.990,Rp2.999,0.43,,3.8 out of 5,37,Rp1.960.630,2019-6-15
Wster 2519BT Portable Wireless Speaker MP3 Player & Radio,Wster,98,Rp26.000,Rp17,0.35,"

 

",4.4 out of 5,37,Rp962.000,2019-7-11
Gotv Decoder + 1 Months Gotv Max Subscription   Black,Gotv,20,Rp19.990,Rp1.769,12%,Why just watch TV when you and your family can experience every picture perfect moment in crystal clear HD? The,4.6 out of 5,36,Rp719.640,2018-5-8
Generic TV Aerial + Free 32 GB Flash Disk,Generic,74,Rp15.000,Rp1.149,0.23,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV just connect the antenna to the pole and position it facing the mask signal distributor then connect to the decoder or digital and once the signal if scanned you are ready to receive digital signal clearly  .Oder for this digital Aerial plus a Free 32 GB HP Flash disk from Glamour Home Gadgets and have Jumia Kenya deliver it right at your doorstep.,3.3 out of 5,36,Rp540.000,2018-1-19
Generic TV Aerial + Free 32 GB Flash Disk,Generic,24,Rp15.000,Rp1.149,0.23,Digital receiver antenna This antenna is UHF AND VHF signal receive that help your decoder or your digital TV just connect the antenna to the pole and position it facing the mask signal distributor then connect to the decoder or digital and once the signal if scanned you are ready to receive digital signal clearly  .Oder for this digital Aerial plus a Free 32 GB HP Flash disk from Glamour Home Gadgets and have Jumia Kenya deliver it right at your doorstep.,3.3 out of 5,36,Rp540.000,2018-6-20
Annov P47 Bluetooth 5.0 Headphone Wireless Earphone Hands Free Music Headset Red,Annov,87,Rp19.990,Rp999,0.5,With its,4 out of 5,35,Rp699.650,2019-6-13
Annov P47 Bluetooth 5.0 Headphone Wireless Earphone Hands Free Music Headset Red,Annov,85,Rp19.990,Rp999,0.5,With its,4 out of 5,35,Rp699.650,2019-9-24
Pangpai P15 Bluetooth Headset  Free OTG cable + Earphones,Pangpai,26,Rp13.990,Rp899,36%,With its,4.3 out of 5,34,Rp475.660,2018-8-22
